Sample in Buffer,Sample in Window,TRIGGER,example_top/MonopulseEx_Arithmetic1/Arithmetic1/Arithmetic_State_reg[2]_0[1:1],example_top/CountWrite_tem[31:0],example_top/Monopulse_data1[15:0],example_top/Behind_area[5:0],Behind_area[15:6],example_top/AD_Count[2:0],example_top/Fourth_moment[40:0],example_top/MonopulsePosition_1[5:0],MonopulsePosition[15:6],example_top/MonopulsePosition[31:16],example_top/Monopulse_data_00[7:0],example_top/Monopulse_data_01[7:0],example_top/Count[15:0],example_top/Monopulse_num[15:0],example_top/Monopulse_num_reg[15:0],example_top/Peak_value[7:0],example_top/PeriodPoint_num[31:0],example_top/Period_condition[5:0],Period_condition_1[15:6],example_top/Mean_value[7:0],example_top/Period_count[5:0],example_top/Front_area[5:0],Front_area[15:6],example_top/CountRead_tem[31:0],example_top/Pulse_point_num[15:0],example_top/Monopulse_data_1[7:0],example_top/ReadPosition[31:0],example_top/Read_Fifo_Out[15:0],example_top/Mean_value_remainders[7:0],example_top/Arithmetic_State[2:0],example_top/Read_Fifo_Out_r[15:0],example_top/app_rd_data6[15:0],example_top/app_rd_data1[15:0],example_top/app_rd_data8[15:0],example_top/Third_moment[32:0],example_top/Write_Fifo_rusdw_o[7:0],example_top/Square_data[20:0],example_top/app_rd_data2[15:0],example_top/app_rd_data7[15:0],example_top/ddr3_wr_data_r[127:0],example_top/SendToArm_Data[31:0],example_top/Write_Fifo_datain[7:0],example_top/Total_area_reg[15:0],example_top/ii[15:0],example_top/time_cnt[15:0],example_top/Read_Fifo_wusdw_o[7:0],example_top/SendToArm_Count[7:0],example_top/app_rd_data[127:0],example_top/Second_moment[23:0],example_top/Write_Fifo_Out[127:0],Period_condition_2[10:10],Period_condition_3[10:10],Period_condition_4[10:10],Period_condition_5[10:10],Period_condition_6[10:10],Period_condition_7[10:10],Period_condition_8[10:10],Period_condition_9[10:10],Period_condition_10[10:10],Period_condition_11[10:10],Period_condition_12[10:10],Period_condition_13[10:10],Period_condition_14[10:10],Period_condition_15[10:10],Period_condition_16[10:10],Period_condition[10:10],example_top/app_rd_data4[15:0],example_top/app_wdf_data[127:0],example_top/bit_count[7:0],example_top/Read_Fifo_rusdw_o[10:0],example_top/app_addr_begin[28:0],example_top/ddr3_wr_data[127:0],example_top/state1[3:0],example_top/app_rd_data3[15:0],example_top/app_addr[28:0],example_top/app_rd_data5[15:0],example_top/state[3:0],example_top/Total_area[15:0],example_top/time_cnt_n[15:0],example_top/WaveState[1:0],example_top/app_rd_data_valid,u_ila_0_app_rdy,u_ila_0_clk,example_top/ddr3_allwr_flag,example_top/ddr3_flag,example_top/ddr3_oneperiod_flag,example_top/ddr3_onewr_flag,example_top/ddr3read_en,example_top/ddr3write_en,example_top/Extract_en,example_top/FeatureExtraction_flag,SendIRQ_OBUF_1,init_calib_complete_OBUF,example_top/OnePeriod_flag,SendIRQ_OBUF,example_top/Period_flag,example_top/ProsessIn,example_top/ProsessIn1,example_top/Read_Fifo_empty,example_top/Read_Fifo_full,example_top/Read_Fifo_in_en1,example_top/Read_Fifo_rden,example_top/Read_Fifo_rst,example_top/Read_Fifo_wren,example_top/Read_Over_flag,example_top/S_FeatureExtraction_flag_neg,example_top/S_FeatureExtraction_flag_reg1,example_top/S_FeatureExtraction_flag_reg2,example_top/SendToArm_begin,example_top/SendToArm_Over,example_top/Write_Fifo_empty,example_top/Write_Fifo_full,example_top/WriteSign
560,560,0,0,00de2e7e,116,28,208,3,14336,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-3520,01,000010,009c,0097,00000000000000000000000000000000,0,64,13968,003c,11,105,00,0096009700980099009a009b009c009d,912,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,64,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,001c,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
561,561,0,0,00de2e7e,116,28,208,5,14592,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-3584,01,000010,009c,0097,00000000000000000000000000000000,0,65,13968,003d,29,105,00,0096009700980099009a009b009c009d,928,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,66,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,001d,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
562,562,0,0,00de2e7e,116,28,208,6,14848,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-3648,01,000010,009c,0097,00000000000000000000000000000000,0,67,13968,003e,13,105,00,0096009700980099009a009b009c009d,944,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,67,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,001e,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
563,563,0,0,00de2e7e,116,28,208,7,15104,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-3712,01,000010,009c,0097,00000000000000000000000000000000,0,68,13968,003f,31,105,00,0096009700980099009a009b009c009d,960,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,68,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,001f,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
564,564,0,0,00de2e7e,116,28,208,0,15360,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-3776,01,000010,009c,0097,00000000000000000000000000000000,0,69,13968,0040,15,105,00,0096009700980099009a009b009c009d,976,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,69,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0020,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
565,565,0,0,00de2e7e,116,28,208,2,15616,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-3840,01,000010,009c,0097,00000000000000000000000000000000,0,6a,13968,0041,1,105,00,0096009700980099009a009b009c009d,992,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,6b,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0001,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
566,566,0,0,00de2e7e,116,28,208,3,15872,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-3904,01,000010,009c,0097,00000000000000000000000000000000,0,6c,13968,0042,1,105,00,0096009700980099009a009b009c009d,1008,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,6c,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0002,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
567,567,0,0,00de2e7e,116,28,208,4,16128,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-3968,01,000010,009c,0097,00000000000000000000000000000000,0,6d,13968,0043,3,105,00,0096009700980099009a009b009c009d,1024,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,6d,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0003,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
568,568,0,0,00de2e7e,116,28,208,5,16384,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4032,01,000010,009c,0097,00000000000000000000000000000000,0,6e,13968,0044,3,105,00,0096009700980099009a009b009c009d,1040,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,6e,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0004,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
569,569,0,0,00de2e7e,116,28,208,7,16640,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4096,01,000010,009c,0097,00000000000000000000000000000000,0,6f,13968,0045,5,105,00,0096009700980099009a009b009c009d,1056,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,70,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0005,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
570,570,0,0,00de2e7e,116,28,208,0,16896,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4160,01,000010,009c,0097,00000000000000000000000000000000,0,71,13968,0046,5,105,00,0096009700980099009a009b009c009d,1072,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,71,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0006,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
571,571,0,0,00de2e7e,116,28,208,1,17152,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4224,01,000010,009c,0097,00000000000000000000000000000000,0,72,13968,0047,7,105,00,0096009700980099009a009b009c009d,1088,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,72,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0007,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
572,572,0,0,00de2e7e,116,28,208,2,17408,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4288,01,000010,009c,0097,00000000000000000000000000000000,0,73,13968,0048,7,105,00,0096009700980099009a009b009c009d,1104,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,73,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0008,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
573,573,0,0,00de2e7e,116,28,208,4,17664,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4352,01,000010,009c,0097,00000000000000000000000000000000,0,74,13968,0049,9,105,00,0096009700980099009a009b009c009d,1120,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,75,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0009,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
574,574,0,0,00de2e7e,116,28,208,5,17920,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4416,01,000010,009c,0097,00000000000000000000000000000000,0,76,13968,004a,9,105,00,0096009700980099009a009b009c009d,1136,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,76,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,000a,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
575,575,0,0,00de2e7e,116,28,208,6,18176,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4480,01,000010,009c,0097,00000000000000000000000000000000,0,77,13968,004b,11,105,00,0096009700980099009a009b009c009d,1152,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,77,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,000b,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
576,576,0,0,00de2e7e,116,28,208,7,18432,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4544,01,000010,009c,0097,00000000000000000000000000000000,0,78,13968,004c,11,105,00,0096009700980099009a009b009c009d,1168,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,78,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,000c,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
577,577,0,0,00de2e7e,116,28,208,1,18688,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4608,01,000010,009c,0097,00000000000000000000000000000000,0,79,13968,004d,13,105,00,0096009700980099009a009b009c009d,1184,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,7a,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,000d,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
578,578,0,0,00de2e7e,116,28,208,2,18944,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4672,01,000010,009c,0097,00000000000000000000000000000000,0,7b,13968,004e,13,105,00,0096009700980099009a009b009c009d,1200,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,7b,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,000e,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
579,579,0,0,00de2e7e,116,28,208,3,19200,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4736,01,000010,009c,0097,00000000000000000000000000000000,0,7c,13968,004f,15,105,00,0096009700980099009a009b009c009d,1216,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,7c,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,000f,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
580,580,0,0,00de2e7e,116,28,208,4,19456,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4800,01,000010,009c,0097,00000000000000000000000000000000,0,7d,13968,0050,15,105,00,0096009700980099009a009b009c009d,1232,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,7d,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0010,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
581,581,0,0,00de2e7e,116,28,208,6,19712,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4864,01,000010,009c,0097,00000000000000000000000000000000,0,7e,13968,0051,17,105,00,0096009700980099009a009b009c009d,1248,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,7f,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0011,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
582,582,0,0,00de2e7e,116,28,208,7,19968,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4928,01,000010,009c,0097,00000000000000000000000000000000,0,80,13968,0052,1,105,00,0096009700980099009a009b009c009d,1264,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,80,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0012,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
583,583,0,0,00de2e7e,116,28,208,0,20224,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4992,01,000010,009c,0097,00000000000000000000000000000000,0,81,13968,0053,19,105,00,0096009700980099009a009b009c009d,1280,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,81,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0013,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
584,584,0,0,00de2e7e,116,28,208,1,20480,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-5056,01,000010,009c,0097,00000000000000000000000000000000,0,82,13968,0054,3,105,00,0096009700980099009a009b009c009d,1296,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,82,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0014,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
585,585,0,0,00de2e7e,116,28,208,3,20736,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-5120,01,000010,009c,0097,00000000000000000000000000000000,0,83,13968,0055,21,105,00,0096009700980099009a009b009c009d,1312,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,84,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0015,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
586,586,0,0,00de2e7e,116,28,208,4,20992,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-5184,01,000010,009c,0097,00000000000000000000000000000000,0,85,13968,0056,5,105,00,0096009700980099009a009b009c009d,1328,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,85,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0016,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
587,587,0,0,00de2e7e,116,28,208,5,21248,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-5248,01,000010,009c,0097,00000000000000000000000000000000,0,86,13968,0057,23,105,00,0096009700980099009a009b009c009d,1344,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,86,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0017,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
588,588,0,0,00de2e7e,116,28,208,6,21504,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-5312,01,000010,009c,0097,00000000000000000000000000000000,0,87,13968,0058,7,105,00,0096009700980099009a009b009c009d,1360,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,87,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0018,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
589,589,0,0,00de2e7e,116,28,208,0,21760,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-5376,01,000010,009c,0097,00000000000000000000000000000000,0,88,13968,0059,25,105,00,0096009700980099009a009b009c009d,1376,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,89,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0019,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
590,590,0,0,00de2e7e,116,28,208,1,22016,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-5440,01,000010,009c,0097,00000000000000000000000000000000,0,8a,13968,005a,9,105,00,0096009700980099009a009b009c009d,1392,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,8a,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,001a,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
591,591,0,0,00de2e7e,116,28,208,2,22272,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-5504,01,000010,009c,0097,00000000000000000000000000000000,0,8b,13968,005b,27,105,00,0096009700980099009a009b009c009d,1408,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,8b,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,001b,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
592,592,0,0,00de2e7e,116,28,208,3,22528,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-5568,01,000010,009c,0097,00000000000000000000000000000000,0,8c,13968,005c,11,105,00,0096009700980099009a009b009c009d,1424,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,8c,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,001c,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
593,593,0,0,00de2e7e,116,28,208,5,22784,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-5632,01,000010,009c,0097,00000000000000000000000000000000,0,8d,13968,005d,29,105,00,0096009700980099009a009b009c009d,1440,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,8e,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,001d,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
594,594,0,0,00de2e7e,116,28,208,6,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,8f,13968,005e,13,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,8f,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,001e,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
595,595,0,0,00de2e7e,116,28,208,7,23296,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-5760,01,000010,009c,0097,00000000000000000000000000000000,0,90,13968,005f,31,105,00,0096009700980099009a009b009c009d,1472,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,90,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,001f,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
596,596,0,0,00de2e7e,116,28,208,0,23552,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-5824,01,000010,009c,0097,00000000000000000000000000000000,0,91,13968,0060,15,105,00,0096009700980099009a009b009c009d,1488,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,91,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0020,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
