Sample in Buffer,Sample in Window,TRIGGER,example_top/Read_Fifo_wusdw_o[7:0],example_top/CountRead_tem[31:0],example_top/CountWrite_tem[31:0],example_top/Read_Fifo_rusdw_o[10:0],example_top/app_wdf_data[127:0],example_top/app_addr[28:0],example_top/Write_Fifo_Out[127:0],example_top/state1[3:0],example_top/Write_Fifo_rusdw_o[7:0],example_top/state[3:0],example_top/app_rd_data[127:0],example_top/app_addr_begin[28:0],example_top/Write_Fifo_datain[7:0],example_top/ddr3_wr_data[127:0],example_top/app_rd_data_valid,u_ila_0_app_rdy,example_top/ddr3_allwr_flag,example_top/ddr3_oneperiod_flag,example_top/ddr3_onewr_flag,example_top/ddr3read_en,example_top/ddr3write_en,example_top/OnePeriod_flag,example_top/Period_flag,example_top/ProsessIn,example_top/ProsessIn1,example_top/Read_Fifo_empty,example_top/Read_Fifo_full,example_top/Read_Fifo_in_en1,example_top/Read_Fifo_rden,example_top/Read_Fifo_rst,example_top/Read_Fifo_wren,example_top/Read_Over_flag,example_top/StartSample1,example_top/Write_Fifo_empty,example_top/Write_Fifo_full,example_top/WriteSign
425,425,0,0,7d000000,1b024693,2,c403c803cc03d003d403d803de46937d,0003c003,0ed00ee00ef000000000000000020000,0,ec,0,000000012349be800e800e900ea00eb0,01dc01de,d0,00000000100e800e900ea00eb00ec00e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,426,0,0,7e000000,1d024693,2,e403e803ec03f003f403f803fe46937e,0003e003,0f500f600f7000000000000000020000,0,f4,0,000000012349bf000f000f100f200f30,01ec01ee,50,00000000100f000f100f200f300f400f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,427,0,0,7f000000,20024693,1,040008000c001000140018001e46937f,00000000,0fd00fe00ff000000000000000020000,0,fc,0,000000012349bf800f800f900fa00fb0,01fc01fe,d0,00000000100f800f900fa00fb00fc00f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,428,0,0,7f000000,22024693,0,040008000c001000140018001e46937f,00000000,0fd00fe00ff000000000000000020000,0,fc,0,000000012349bf800f800f900fa00fb0,01fc01fe,d0,00000000100f800f900fa00fb00fc00f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,429,0,0,7f000000,25024693,1,040008000c001000140018001e46937f,00000000,0fd00fe00ff000000000000000020000,0,fc,0,000000012349bf800f800f900fa00fb0,01fc01fe,d0,00000000100f800f900fa00fb00fc00f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,430,0,0,7f000000,27024693,1,040008000c001000140018001e46937f,00000000,0fd00fe00ff000000000000000020000,0,fc,0,000000012349bf800f800f900fa00fb0,01fc01fe,d0,00000000100f800f900fa00fb00fc00f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,431,0,0,7f000000,2a024693,1,040008000c001000140018001e46937f,00000000,0fd00fe00ff000000000000000020000,0,fc,0,000000012349bf800f800f900fa00fb0,01fc01fe,d0,00000000100f800f900fa00fb00fc00f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,432,0,0,7f000000,2c024693,2,040008000c001000140018001e46937f,00000000,0fd00fe00ff000000000000000020000,0,fc,0,000000012349bf800f800f900fa00fb0,01fc01fe,d0,00000000100f800f900fa00fb00fc00f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,433,0,0,80000000,2f024693,2,240028002c003000340038003e469380,00002000,00500060007000000000000000020000,0,04,0,000000012349c0000000001000200030,000c000e,50,00000000100000001000200030004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,434,0,0,80000000,31024693,1,240028002c003000340038003e469380,00002000,00500060007000000000000000020000,0,04,0,000000012349c0000000001000200030,000c000e,50,00000000100000001000200030004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,435,0,0,80000000,34024693,2,240028002c003000340038003e469380,00002000,00500060007000000000000000020000,0,04,0,000000012349c0000000001000200030,000c000e,50,00000000100000001000200030004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,436,0,0,80000000,36024693,2,240028002c003000340038003e469380,00002000,00500060007000000000000000020000,0,04,0,000000012349c0000000001000200030,000c000e,50,00000000100000001000200030004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,437,0,0,80000000,39024693,2,240028002c003000340038003e469380,00002000,00500060007000000000000000020000,0,04,0,000000012349c0000000001000200030,000c000e,50,00000000100000001000200030004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,438,0,0,80000000,3b024693,3,240028002c003000340038003e469380,00002000,00500060007000000000000000020000,0,04,0,000000012349c0000000001000200030,000c000e,50,00000000100000001000200030004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,439,0,0,81000000,3e024693,3,440048004c005000540058005e469381,00004000,00d000e000f000000000000000020000,0,0c,0,000000012349c0800080009000a000b0,001c001e,d0,00000000100080009000a000b000c000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,440,0,0,81000000,40024693,2,440048004c005000540058005e469381,00004000,00d000e000f000000000000000020000,0,0c,0,000000012349c0800080009000a000b0,001c001e,d0,00000000100080009000a000b000c000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,441,0,0,81000000,43024693,3,440048004c005000540058005e469381,00004000,00d000e000f000000000000000020000,0,0c,0,000000012349c0800080009000a000b0,001c001e,d0,00000000100080009000a000b000c000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,442,0,0,81000000,45024693,3,440048004c005000540058005e469381,00004000,00d000e000f000000000000000020000,0,0c,0,000000012349c0800080009000a000b0,001c001e,d0,00000000100080009000a000b000c000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,443,0,0,81000000,48024693,3,440048004c005000540058005e469381,00004000,00d000e000f000000000000000020000,0,0c,0,000000012349c0800080009000a000b0,001c001e,d0,00000000100080009000a000b000c000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
